Year_Location,Year,LocationAbbr,LocationDesc,Data_Value,Age,State_Tax
2007WI,2007,WI,Wisconsin,7.9,65 Years and Older,0.77
2007WI,2007,WI,Wisconsin,23.3,18 to 24 Years,0.77
2007WI,2007,WI,Wisconsin,22.3,25 to 44 Years,0.77
2007WI,2007,WI,Wisconsin,21.3,45 to 64 Years,0.77
2001WI,2001,WI,Wisconsin,6.2,65 Years and Older,0.77
2001WI,2001,WI,Wisconsin,33.7,18 to 24 Years,0.77
2001WI,2001,WI,Wisconsin,29.6,25 to 44 Years,0.77
2001WI,2001,WI,Wisconsin,22.3,45 to 64 Years,0.77
2008WI,2008,WI,Wisconsin,19.7,45 to 64 Years,1.77
2010WI,2010,WI,Wisconsin,6.7,65 Years and Older,2.52
2006WI,2006,WI,Wisconsin,26.1,25 to 44 Years,0.77
2006WI,2006,WI,Wisconsin,6,65 Years and Older,0.77
2003WI,2003,WI,Wisconsin,20.1,45 to 64 Years,0.77
2003WI,2003,WI,Wisconsin,26.6,25 to 44 Years,0.77
2003WI,2003,WI,Wisconsin,32.3,18 to 24 Years,0.77
2003WI,2003,WI,Wisconsin,8.6,65 Years and Older,0.77
2006WI,2006,WI,Wisconsin,28.7,18 to 24 Years,0.77
2006WI,2006,WI,Wisconsin,19.8,45 to 64 Years,0.77
2008WI,2008,WI,Wisconsin,24.1,25 to 44 Years,1.77
2008WI,2008,WI,Wisconsin,25.5,18 to 24 Years,1.77
2008WI,2008,WI,Wisconsin,7.8,65 Years and Older,1.77
1997WI,1997,WI,Wisconsin,20.9,45 to 64 Years,0.59
1997WI,1997,WI,Wisconsin,8,65 Years and Older,0.59
1997WI,1997,WI,Wisconsin,32.5,18 to 24 Years,0.59
1997WI,1997,WI,Wisconsin,29,25 to 44 Years,0.59
2000WI,2000,WI,Wisconsin,22.2,45 to 64 Years,0.59
2000WI,2000,WI,Wisconsin,27.2,25 to 44 Years,0.59
1997WY,1997,WY,Wyoming,26.3,25 to 44 Years,0.12
1997WY,1997,WY,Wyoming,11.4,65 Years and Older,0.12
1997WY,1997,WY,Wyoming,24,45 to 64 Years,0.12
1997WY,1997,WY,Wyoming,33.3,18 to 24 Years,0.12
1998WY,1998,WY,Wyoming,27.8,18 to 24 Years,0.12
1998WY,1998,WY,Wyoming,27.3,25 to 44 Years,0.12
1998WY,1998,WY,Wyoming,20.4,45 to 64 Years,0.12
1998WY,1998,WY,Wyoming,12,65 Years and Older,0.12
1999WY,1999,WY,Wyoming,37.5,18 to 24 Years,0.12
1999WY,1999,WY,Wyoming,25.2,25 to 44 Years,0.12
1999WY,1999,WY,Wyoming,23.5,45 to 64 Years,0.12
1999WY,1999,WY,Wyoming,11.1,65 Years and Older,0.12
2000WY,2000,WY,Wyoming,10.8,65 Years and Older,0.12
2000WY,2000,WY,Wyoming,22.5,45 to 64 Years,0.12
2000WY,2000,WY,Wyoming,27.8,25 to 44 Years,0.12
2000WY,2000,WY,Wyoming,31.1,18 to 24 Years,0.12
2001WY,2001,WY,Wyoming,24.7,25 to 44 Years,0.12
2001WY,2001,WY,Wyoming,21.9,45 to 64 Years,0.12
2001WY,2001,WY,Wyoming,12.4,65 Years and Older,0.12
2001WY,2001,WY,Wyoming,27.9,18 to 24 Years,0.12
2002WY,2002,WY,Wyoming,12.8,65 Years and Older,0.12
2002WY,2002,WY,Wyoming,22,45 to 64 Years,0.12
2002WY,2002,WY,Wyoming,27.7,25 to 44 Years,0.12
2002WY,2002,WY,Wyoming,29.2,18 to 24 Years,0.12
2003WY,2003,WY,Wyoming,30.4,18 to 24 Years,0.6
2003WY,2003,WY,Wyoming,29.4,25 to 44 Years,0.6
2003WY,2003,WY,Wyoming,22.9,45 to 64 Years,0.6
2003WY,2003,WY,Wyoming,12.8,65 Years and Older,0.6
2004WY,2004,WY,Wyoming,9.8,65 Years and Older,0.6
2004WY,2004,WY,Wyoming,27.1,18 to 24 Years,0.6
2004WY,2004,WY,Wyoming,26.3,25 to 44 Years,0.6
2004WY,2004,WY,Wyoming,20.5,45 to 64 Years,0.6
2005WY,2005,WY,Wyoming,9.7,65 Years and Older,0.6
2005WY,2005,WY,Wyoming,29.3,18 to 24 Years,0.6
2005WY,2005,WY,Wyoming,23.7,25 to 44 Years,0.6
2005WY,2005,WY,Wyoming,21,45 to 64 Years,0.6
2006WY,2006,WY,Wyoming,8.6,65 Years and Older,0.6
2006WY,2006,WY,Wyoming,20.3,45 to 64 Years,0.6
2006WY,2006,WY,Wyoming,26.5,25 to 44 Years,0.6
2006WY,2006,WY,Wyoming,28.6,18 to 24 Years,0.6
2007WY,2007,WY,Wyoming,21.1,45 to 64 Years,0.6
2007WY,2007,WY,Wyoming,27,25 to 44 Years,0.6
2007WY,2007,WY,Wyoming,28.4,18 to 24 Years,0.6
2007WY,2007,WY,Wyoming,9.3,65 Years and Older,0.6
2008WY,2008,WY,Wyoming,19,45 to 64 Years,0.6
2008WY,2008,WY,Wyoming,25.3,18 to 24 Years,0.6
2008WY,2008,WY,Wyoming,22.9,25 to 44 Years,0.6
2008WY,2008,WY,Wyoming,8.4,65 Years and Older,0.6
2009WY,2009,WY,Wyoming,9.2,65 Years and Older,0.6
2009WY,2009,WY,Wyoming,26,18 to 24 Years,0.6
2009WY,2009,WY,Wyoming,23.1,25 to 44 Years,0.6
2009WY,2009,WY,Wyoming,19.7,45 to 64 Years,0.6
2010WY,2010,WY,Wyoming,20.6,45 to 64 Years,0.6
2010WY,2010,WY,Wyoming,21.1,18 to 24 Years,0.6
2010WY,2010,WY,Wyoming,23.1,25 to 44 Years,0.6
2010WY,2010,WY,Wyoming,9.1,65 Years and Older,0.6
1996WY,1996,WY,Wyoming,28.5,25 to 44 Years,0.12
1996WY,1996,WY,Wyoming,25.4,45 to 64 Years,0.12
1996WY,1996,WY,Wyoming,21.7,18 to 24 Years,0.12
1996WY,1996,WY,Wyoming,14.7,65 Years and Older,0.12
